"Year","State","Beverage_Type","Gallons_of_Beverage","Gallons_of_Ethanol","Population_14_Plus","Ethanol_Per_Capita_14_Plus","Decile_14_Plus","Population_21_Plus","Ethanol_Per_Capita_21_Plus","Decile_21_Plus","Data_Source_Type","Time_Varying_ABV","Gallons_of_Ethanol_from_ABV"
"2016","New Jersey","Spirits","16656058","6845640","736291","9297","4","657980","10404","4","State monthly sales volume data","383","6379270"
"2016","New Jersey","Wine","34027087","4389494","736291","5962","2","657980","6671","2","State annual sales volume data","123","4185332"
"2016","New Jersey","Beer","135941064","6117348","736291","8308","10","657980","9297","10","State annual sales volume data","48","6525171"
"2016","New Jersey","All Beverages","","17352482","736291","23567","5","657980","26372","6",".","","17089773"
"2016","New Mexico","Spirits","3504217","1440233","170994","8423","6","151469","9508","6","State monthly sales volume data","387","1356132"
"2016","New Mexico","Wine","4110146","530209","170994","3101","8","151469","3500","8","State monthly sales volume data","123","505548"
"2016","New Mexico","Beer","41978517","1889033","170994","11047","6","151469","12471","6","State monthly sales volume data","48","2014969"
"2016","New Mexico","All Beverages","","3859475","170994","22571","6","151469","25480","7",".","","3876649"
"2016","New York","Spirits","31430692","12918014","1642827","7863","7","1472101","8775","7","State monthly sales volume data","387","12163678"
"2016","New York","Wine","67598424","8720197","1642827","5308","3","1472101","5924","3","State monthly sales volume data","122","8247008"
"2016","New York","Beer","332575821","14965912","1642827","9110","10","1472101","10166","10","State monthly sales volume data","48","15963639"
"2016","New York","All Beverages","","36604123","1642827","22281","7","1472101","24865","7",".","","36374325"
"2016","North Carolina","Spirits","13121841","5393077","839559","6424","10","745047","7239","10","NABCA annual sales volume data","376","4933812"
"2016","North Carolina","Wine","28089885","3623595","839559","4316","5","745047","4864","5","State monthly sales tax data","124","3483146"
"2016","North Carolina","Beer","195506519","8797793","839559","10479","7","745047","11808","7","State monthly sales tax data","48","9384313"
"2016","North Carolina","All Beverages","","17814465","839559","21219","9","745047","23910","9",".","","17801271"
"2016","North Dakota","Spirits","1931740","793945","61495","12911","1","54609","14538","1","State monthly sales volume data","383","739856"
"2016","North Dakota","Wine","1600963","206524","61495","3358","7","54609","3782","7","State monthly sales volume data","122","195318"
"2016","North Dakota","Beer","20573812","925822","61495","15055","1","54609","16953","1","State monthly sales volume data","46","946395"
"2016","North Dakota","All Beverages","","1926291","61495","31324","1","54609","35274","1",".","","1881569"
"2016","Ohio","Spirits","13600000","5589600","963400","5802","10","856371","6527","10","State annual sales volume data","382","5195200"
"2016","Ohio","Wine","22788137","2939670","963400","3051","8","856371","3433","8","Industry","123","2802941"
"2016","Ohio","Beer","248000000","11160000","963400","11584","5","856371","13032","5","Industry","48","11904000"
"2016","Ohio","All Beverages","","19689270","963400","20437","9","856371","22992","9",".","","19902141"
"2016","Oklahoma","Spirits","4976022","2045145","317628","6439","10","280786","7284","10","Industry","390","1940649"
"2016","Oklahoma","Wine","4816338","621308","317628","1956","10","280786","2213","10","Industry","123","592410"
"2016","Oklahoma","Beer","74307000","3343815","317628","10527","7","280786","11909","7","Industry","47","3492429"
"2016","Oklahoma","All Beverages","","6010268","317628","18922","10","280786","21405","10",".","","6025488"
"2016","Oregon","Spirits","7611873","3128480","341954","9149","5","307478","10175","5","NABCA annual sales volume data","378","2877288"
"2016","Oregon","Wine","15910059","2052398","341954","6002","2","307478","6675","2","State monthly sales volume data","123","1956937"
"2016","Oregon","Beer","94124465","4235601","341954","12386","4","307478","13775","4","State monthly sales volume data","49","4612099"
"2016","Oregon","All Beverages","","9416478","341954","27537","3","307478","30625","3",".","","9446324"
"2016","Pennsylvania","Spirits","18809273","7730611","1074029","7198","8","959579","8056","8","State annual sales volume data","367","6903003"
"2016","Pennsylvania","Wine","27229516","3512608","1074029","3270","7","959579","3661","7","State annual sales volume data","123","3349230"
"2016","Pennsylvania","Beer","312728000","14072760","1074029","13103","2","959579","14666","3","Industry","47","14698216"
"2016","Pennsylvania","All Beverages","","25315979","1074029","23571","5","959579","26382","5",".","","24950449"
"2016","Rhode Island","Spirits","2296880","944018","89867","10505","3","79626","11856","3","State annual sales volume data","377","865924"
"2016","Rhode Island","Wine","4022413","518891","89867","5774","3","79626","6517","3","State annual sales volume data","123","494757"
"2016","Rhode Island","Beer","18700074","841503","89867","9364","9","79626","10568","9","State annual sales volume data","48","897604"
"2016","Rhode Island","All Beverages","","2304412","89867","25642","4","79626","28940","4",".","","2258285"
"2016","South Carolina","Spirits","8056602","3311263","411377","8049","6","366679","9030","6","Industry","393","3166245"
"2016","South Carolina","Wine","8097303","1044552","411377","2539","8","366679","2849","9","Industry","123","995968"
"2016","South Carolina","Beer","107477000","4836465","411377","11757","4","366679","13190","4","Industry","48","5158896"
"2016","South Carolina","All Beverages","","9192280","411377","22345","7","366679","25069","7",".","","9321109"
"2016","South Dakota","Spirits","1862985","765687","69449","11025","3","61465","12457","3","State monthly sales volume data","385","717249"
"2016","South Dakota","Wine","1688442","217809","69449","3136","7","61465","3544","7","State monthly sales volume data","123","207678"
"2016","South Dakota","Beer","22537000","1014165","69449","14603","1","61465","16500","1","Industry","47","1059239"
"2016","South Dakota","All Beverages","","1997661","69449","28764","2","61465","32500","2",".","","1984166"
"2016","Tennessee","Spirits","10569108","4343903","549130","7911","6","490067","8864","6","State monthly sales tax data","392","4143090"
"2016","Tennessee","Wine","13874785","1789847","549130","3259","7","490067","3652","7","State monthly sales tax data","123","1706599"
"2016","Tennessee","Beer","124792518","5615663","549130","10226","7","490067","11459","7","State monthly sales tax data","48","5990041"
"2016","Tennessee","All Beverages","","11749414","549130","21396","8","490067","23975","8",".","","11839730"
"2016","Texas","Spirits","37351664","15351534","2221372","6911","9","1944548","7895","9","State monthly sales volume data","385","14380391"
"2016","Texas","Wine","59177073","7633842","2221372","3437","6","1944548","3926","6","State monthly sales volume data","122","7219603"
"2016","Texas","Beer","642607594","28917342","2221372","13018","2","1944548","14871","2","State monthly sales volume data","46","29559949"
"2016","Texas","All Beverages","","51902718","2221372","23365","6","1944548","26691","5",".","","51159943"
"2016","Utah","Spirits","2962241","1217481","232066","5246","10","198966","6119","10","State monthly sales volume data","372","1101954"
"2016","Utah","Wine","3416005","440665","232066","1899","10","198966","2215","10","State monthly sales volume data","123","420169"
"2016","Utah","Beer","32457000","1460565","232066","6294","10","198966","7341","10","Industry","47","1525479"
"2016","Utah","All Beverages","","3118711","232066","13439","10","198966","15675","10",".","","3047602"
"2016","Vermont","Spirits","948793","389954","53495","7289","8","47448","8218","8","NABCA annual sales volume data","375","355798"
"2016","Vermont","Wine","3273595","422294","53495","7894","1","47448","8900","1","State monthly sales tax data","123","402652"
"2016","Vermont","Beer","18600000","837000","53495","15646","1","47448","17640","1","Industry","49","911400"
"2016","Vermont","All Beverages","","1649248","53495","30829","2","47448","34758","2",".","","1669850"
"2016","Virginia","Spirits","11177474","4593942","696745","6593","9","621009","7398","9","State monthly sales volume data","375","4191553"
"2016","Virginia","Wine","26246081","3385744","696745","4859","4","621009","5452","4","State monthly sales volume data","123","3228268"
"2016","Virginia","Beer","154230673","6940380","696745","9961","8","621009","11176","8","State monthly sales volume data","47","7248842"
"2016","Virginia","All Beverages","","14920067","696745","21414","8","621009","24026","8",".","","14668663"
"2016","Washington","Spirits","11357473","4667921","602456","7748","7","540350","8639","7","State annual sales volume data","383","4349912"
"2016","Washington","Wine","24417209","3149820","602456","5228","4","540350","5829","4","Industry","123","3003317"
"2016","Washington","Beer","128030000","5761350","602456","9563","9","540350","10662","9","Industry","48","6145440"
"2016","Washington","All Beverages","","13579091","602456","22540","7","540350","25130","7",".","","13498669"
"2016","West Virginia","Spirits","1729675","710897","154445","4603","10","139121","5110","10","NABCA annual sales volume data","372","643439"
"2016","West Virginia","Wine","1289462","166341","154445","1077","10","139121","1196","10","Industry","123","158604"
"2016","West Virginia","Beer","40951000","1842795","154445","11932","4","139121","13246","4","Industry","47","1924697"
"2016","West Virginia","All Beverages","","2720033","154445","17612","10","139121","19551","10",".","","2726740"
"2016","Wisconsin","Spirits","14190828","5832430","478592","12187","2","425091","13720","2","State monthly sales volume data","385","5463469"
"2016","Wisconsin","Wine","14980819","1932526","478592","4038","5","425091","4546","5","State monthly sales volume data","124","1857622"
"2016","Wisconsin","Beer","144956000","6523020","478592","13630","2","425091","15345","2","Industry","47","6812932"
"2016","Wisconsin","All Beverages","","14287976","478592","29854","2","425091","33612","2",".","","14134023"
"2016","Wyoming","Spirits","1355934","557289","47559","11718","2","42413","13139","2","NABCA annual sales volume data","372","504407"
"2016","Wyoming","Wine","1171661","151144","47559","3178","7","42413","3564","7","NABCA annual sales volume data","123","144114"
"2016","Wyoming","Beer","12498350","562426","47559","11826","4","42413","13260","4","State monthly sales volume data","48","599921"
"2016","Wyoming","All Beverages","","1270859","47559","26722","4","42413","29963","3",".","","1248442"
"2016","Northeast Region","Spirits","99269818","40799895","4704594","8672","","4202853","9708","",".","379","37623261"
"2016","Northeast Region","Wine","191212618","24666428","4704594","5243","","4202853","5869","",".","123","23519152"
"2016","Northeast Region","Beer","1079076382","48558437","4704594","10321","","4202853","11554","",".","48","51795666"
"2016","Northeast Region","All Beverages","","114024760","4704594","24237","","4202853","27130","",".","","112938079"
